NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
Atletico Baleares,9495,UD Ibiza,9552,2020-03-08,0,2,A,0
Burgos,1661,Arenas Getxo,9141,2020-03-08,2,2,D,0
BarakaldoCF,1551,Calahorra,9646,2020-03-08,1,1,D,0
Rec de Huelva,2178,Marbella,8738,2020-03-08,0,0,D,0
Granada CFB,131209,CA Linense,9695,2020-03-08,0,0,D,0
Las Rozas,9485,Las Palmas Atletico,9539,2020-03-08,2,0,H,0
Murcia Feminas,193791,Don Benito,6283,2020-03-08,2,1,H,0
Murcia Feminas,3606,Don Benito,6283,2020-03-08,2,1,H,0
Alaves II,8979,RealValladolidB,8986,2020-03-08,1,1,D,0
Atletico Madrid B,1511,Ferrol,3605,2020-03-08,2,2,D,0
Real Sociedad B,212542,Haro,9562,2020-03-08,1,1,D,0
Real Sociedad B,8330,Haro,9562,2020-03-08,1,1,D,0
CDIzarra,11802,Salamanca B,14031,2020-03-08,1,1,D,0
Cornella,39919,Levante B,8333,2020-03-08,1,0,H,0
CD Badajoz,1540,UCAM Murcia,657042,2020-03-08,2,1,H,0
CD Badajoz,1540,UCAM Murcia,44148,2020-03-08,2,1,H,0
UE Olot,62216,Badalona,6280,2020-03-08,2,0,H,0
Cordoba,1064,Cartagena FC,46057,2020-03-08,0,2,A,0
Cordoba,1064,Cartagena FC,8097,2020-03-08,0,2,A,0
Barcelona B,1553,lagostera,44143,2020-03-08,3,2,H,0
SCR Pena Deportiva,51101,Internacional,51096,2020-03-08,0,0,D,0
CadizCF B,9521,CF Talavera,3106,2020-03-08,1,0,H,0
Castellon,5876,Prat,8976,2020-03-08,1,3,A,0
Getafe B,9488,Pontevedra,5873,2020-03-08,2,3,A,0
Celta Vigo B,8796,UD San Sebastian Reyes,2921,2020-03-08,2,1,H,0
Ebro,9571,Hercules,2140,2020-03-08,0,0,D,0
FC Andorra,1163511,Orihuela,8091,2020-03-08,2,1,H,0
Algeciras,5834,San Fernando,46063,2020-03-08,1,1,D,0
Algeciras,5834,San Fernando,38441,2020-03-08,1,1,D,0
CF La Nucia,11891,Gimnastic,4374,2020-03-08,2,0,H,0
Yeclano Deportivo,9473,Merida AD,212941,2020-03-08,2,2,D,0
Lida,2458,VillarrealB,9680,2020-03-08,3,0,H,0
Real Oviedo II,51087,Sporting Gijon,2046,2020-03-08,3,2,H,0
Real Oviedo II,51087,Sporting Gijon,40194,2020-03-08,3,2,H,0
Melilla,1117170,Rayo Majadahonda,9490,2020-03-08,0,3,A,0
Melilla,1204,Rayo Majadahonda,9490,2020-03-08,0,3,A,0
UD Logrones,54539,SD Amorebieta,13660,2020-03-08,1,1,D,0
UD Logrones,59980,SD Amorebieta,13660,2020-03-08,1,1,D,0
Sevilla Atletico,11103,CP Villarrobledo,9466,2020-03-08,2,2,D,0
Valencia CFB,10203,Ejea,9572,2020-03-07,1,1,D,1
Club Marinode Luanco,12113,UP Langreo,9607,2020-03-07,1,2,A,1
CDGuijuelo,8328,CD Tudelano,9559,2020-03-07,0,0,D,1
Leioa SD,39360,Cultural Leonesa,4781,2020-03-07,2,4,A,1
Real Madrid Castilla,6833,Coruxo FC,12897,2020-03-07,4,0,H,1
Salamanca,660103,OsasunaB,8693,2020-03-07,4,0,H,1
RCD Espanyol B,8691,CESabadell,5871,2020-03-07,4,2,H,1
Athletic Bilbao B,8798,Real Union Irun,5571,2020-03-07,3,3,D,1
Villarrubia,54544,At Sanluqueno,9534,2020-03-07,1,0,H,1
CD Tudelano,9559,Salamanca,660103,2020-03-01,3,1,H,7
Sporting Gijon,2046,Atletico Baleares,9495,2020-03-01,2,0,H,7
Sporting Gijon,40194,Atletico Baleares,9495,2020-03-01,2,0,H,7
SCR Pena Deportiva,51101,Club Marinode Luanco,12113,2020-03-01,4,0,H,7
UP Langreo,9607,Las Rozas,9485,2020-03-01,1,0,H,7
UCAM Murcia,657042,Yeclano Deportivo,9473,2020-03-01,3,1,H,7
UCAM Murcia,44148,Yeclano Deportivo,9473,2020-03-01,3,1,H,7
Salamanca B,14031,CDGuijuelo,8328,2020-03-01,0,0,D,7
Coruxo FC,12897,Atletico Madrid B,1511,2020-03-01,3,0,H,7
Levante B,8333,Ebro,9571,2020-03-01,1,2,A,7
Orihuela,8091,Barcelona B,1553,2020-03-01,0,0,D,7
Badalona,6280,CF La Nucia,11891,2020-03-01,2,2,D,7
Cartagena FC,46057,Marbella,8738,2020-03-01,0,0,D,7
Cartagena FC,8097,Marbella,8738,2020-03-01,0,0,D,7
Internacional,51096,UD Ibiza,9552,2020-03-01,2,1,H,7
San Fernando,46063,CadizCF B,9521,2020-03-01,2,0,H,7
San Fernando,38441,CadizCF B,9521,2020-03-01,2,0,H,7
Ejea,9572,Castellon,5876,2020-03-01,0,1,A,7
UD San Sebastian Reyes,2921,Getafe B,9488,2020-03-01,1,1,D,7
Rayo Majadahonda,9490,Celta Vigo B,8796,2020-03-01,1,2,A,7
Pontevedra,5873,Real Madrid Castilla,6833,2020-03-01,4,0,H,7
Hercules,2140,FC Andorra,1163511,2020-03-01,0,0,D,7
Cordoba,1064,Algeciras,5834,2020-03-01,0,1,A,7
Gimnastic,4374,Valencia CFB,10203,2020-03-01,2,1,H,7
CESabadell,5871,lagostera,44143,2020-03-01,1,1,D,7
Prat,8976,Lida,2458,2020-03-01,0,0,D,7
Alaves II,8979,Real Sociedad B,212542,2020-03-01,3,2,H,7
Alaves II,8979,Real Sociedad B,8330,2020-03-01,3,2,H,7
CP Villarrobledo,9466,CD Badajoz,1540,2020-03-01,1,3,A,7
Don Benito,6283,Villarrubia,54544,2020-03-01,5,0,H,7
CA Linense,9695,Rec de Huelva,2178,2020-03-01,1,0,H,7
Calahorra,9646,Leioa SD,39360,2020-03-01,0,0,D,7
Haro,9562,BarakaldoCF,1551,2020-03-01,0,0,D,7
CF Talavera,3106,Sevilla Atletico,11103,2020-03-01,1,0,H,7
Merida AD,212941,Murcia Feminas,193791,2020-03-01,1,0,H,7
Merida AD,212941,Murcia Feminas,3606,2020-03-01,1,0,H,7
Las Palmas Atletico,9539,Melilla,1117170,2020-03-01,1,0,H,7
Las Palmas Atletico,9539,Melilla,1204,2020-03-01,1,0,H,7
SD Amorebieta,13660,Athletic Bilbao B,8798,2020-02-29,2,1,H,8
OsasunaB,8693,Burgos,1661,2020-02-29,0,0,D,8
Cultural Leonesa,4781,CDIzarra,11802,2020-02-29,1,1,D,8
RealValladolidB,8986,Real Union Irun,5571,2020-02-29,1,0,H,8
Ferrol,3605,Real Oviedo II,51087,2020-02-29,2,0,H,8
VillarrealB,9680,Cornella,39919,2020-02-29,0,0,D,8
At Sanluqueno,9534,Granada CFB,131209,2020-02-29,0,2,A,8
Arenas Getxo,9141,UD Logrones,54539,2020-02-29,1,2,A,8
Arenas Getxo,9141,UD Logrones,59980,2020-02-29,1,2,A,8
RCD Espanyol B,8691,UE Olot,62216,2020-02-29,1,5,A,8
Algeciras,5834,Cartagena FC,46057,2020-02-23,1,1,D,14
Algeciras,5834,Cartagena FC,8097,2020-02-23,1,1,D,14
Yeclano Deportivo,9473,CP Villarrobledo,9466,2020-02-23,1,0,H,14
Murcia Feminas,193791,UCAM Murcia,657042,2020-02-23,3,1,H,14
Murcia Feminas,193791,UCAM Murcia,44148,2020-02-23,3,1,H,14
Murcia Feminas,3606,UCAM Murcia,657042,2020-02-23,3,1,H,14
Murcia Feminas,3606,UCAM Murcia,44148,2020-02-23,3,1,H,14
Valencia CFB,10203,Badalona,6280,2020-02-23,0,0,D,14
Marbella,8738,CA Linense,9695,2020-02-23,0,0,D,14
UD Ibiza,9552,Sporting Gijon,2046,2020-02-23,1,0,H,14
UD Ibiza,9552,Sporting Gijon,40194,2020-02-23,1,0,H,14
UE Olot,62216,CESabadell,5871,2020-02-23,1,1,D,14
Club Marinode Luanco,12113,Internacional,51096,2020-02-23,0,0,D,14
Atletico Baleares,9495,Ferrol,3605,2020-02-23,1,0,H,14
Real Madrid Castilla,6833,UD San Sebastian Reyes,2921,2020-02-23,2,0,H,14
CadizCF B,9521,Cordoba,1064,2020-02-23,1,1,D,14
Ebro,9571,VillarrealB,9680,2020-02-23,2,1,H,14
Cornella,39919,Prat,8976,2020-02-23,0,0,D,14
BarakaldoCF,1551,Alaves II,8979,2020-02-23,1,1,D,14
Real Union Irun,5571,SD Amorebieta,13660,2020-02-23,0,1,A,14
Castellon,5876,Gimnastic,4374,2020-02-23,3,2,H,14
Getafe B,9488,Rayo Majadahonda,9490,2020-02-23,3,0,H,14
CF La Nucia,11891,RCD Espanyol B,8691,2020-02-23,2,0,H,14
Rec de Huelva,2178,At Sanluqueno,9534,2020-02-23,2,0,H,14
Burgos,1661,CD Tudelano,9559,2020-02-23,3,0,H,14
Celta Vigo B,8796,Las Palmas Atletico,9539,2020-02-23,1,0,H,14
Lida,2458,Ejea,9572,2020-02-23,2,0,H,14
Las Rozas,9485,SCR Pena Deportiva,51101,2020-02-23,1,1,D,14
Real Sociedad B,212542,RealValladolidB,8986,2020-02-23,1,1,D,14
Real Sociedad B,8330,RealValladolidB,8986,2020-02-23,1,1,D,14
Sevilla Atletico,11103,San Fernando,46063,2020-02-23,1,0,H,14
Sevilla Atletico,11103,San Fernando,38441,2020-02-23,1,0,H,14
UD Logrones,54539,OsasunaB,8693,2020-02-23,2,1,H,14
UD Logrones,59980,OsasunaB,8693,2020-02-23,2,1,H,14
lagostera,44143,Orihuela,8091,2020-02-23,1,1,D,14
Salamanca,660103,Salamanca B,14031,2020-02-23,1,1,D,14
Granada CFB,131209,Don Benito,6283,2020-02-23,1,0,H,14
Melilla,1117170,UP Langreo,9607,2020-02-23,2,0,H,14
Melilla,1204,UP Langreo,9607,2020-02-23,2,0,H,14
Atletico Madrid B,1511,Pontevedra,5873,2020-02-23,1,1,D,14
CDIzarra,11802,Calahorra,9646,2020-02-23,1,1,D,14
CDGuijuelo,8328,Cultural Leonesa,4781,2020-02-23,3,1,H,14
FC Andorra,1163511,Levante B,8333,2020-02-23,0,1,A,14
Barcelona B,1553,Hercules,2140,2020-02-22,0,0,D,15
Real Oviedo II,51087,Coruxo FC,12897,2020-02-22,1,0,H,15
Leioa SD,39360,Haro,9562,2020-02-22,2,2,D,15
CD Badajoz,1540,CF Talavera,3106,2020-02-22,2,0,H,15
Villarrubia,54544,Merida AD,212941,2020-02-22,5,1,H,15
Athletic Bilbao B,8798,Arenas Getxo,9141,2020-02-22,1,1,D,15
Pontevedra,5873,Real Oviedo II,51087,2020-02-16,0,1,A,21
Prat,8976,Ebro,9571,2020-02-16,0,0,D,21
Ejea,9572,Cornella,39919,2020-02-16,0,1,A,21
Alaves II,8979,Leioa SD,39360,2020-02-16,0,0,D,21
CF Talavera,3106,Yeclano Deportivo,9473,2020-02-16,0,0,D,21
Don Benito,6283,Rec de Huelva,2178,2020-02-16,2,1,H,21
RCD Espanyol B,8691,Valencia CFB,10203,2020-02-16,0,0,D,21
Levante B,8333,Barcelona B,1553,2020-02-16,1,2,A,21
VillarrealB,9680,FC Andorra,1163511,2020-02-16,2,1,H,21
Algeciras,5834,CadizCF B,9521,2020-02-16,1,1,D,21
UP Langreo,9607,Celta Vigo B,8796,2020-02-16,2,1,H,21
Club Marinode Luanco,12113,Las Rozas,9485,2020-02-16,0,0,D,21
Coruxo FC,12897,Atletico Baleares,9495,2020-02-16,1,1,D,21
SCR Pena Deportiva,51101,Melilla,1117170,2020-02-16,2,1,H,21
SCR Pena Deportiva,51101,Melilla,1204,2020-02-16,2,1,H,21
Gimnastic,4374,Lida,2458,2020-02-16,1,1,D,21
CESabadell,5871,Orihuela,8091,2020-02-16,2,1,H,21
Hercules,2140,lagostera,44143,2020-02-16,0,0,D,21
Cultural Leonesa,4781,Salamanca,660103,2020-02-16,1,0,H,21
UE Olot,62216,CF La Nucia,11891,2020-02-16,4,0,H,21
CP Villarrobledo,9466,Murcia Feminas,193791,2020-02-16,0,0,D,21
CP Villarrobledo,9466,Murcia Feminas,3606,2020-02-16,0,0,D,21
Haro,9562,CDIzarra,11802,2020-02-16,3,1,H,21
Real Sociedad B,212542,BarakaldoCF,1551,2020-02-16,2,4,A,21
Real Sociedad B,8330,BarakaldoCF,1551,2020-02-16,2,4,A,21
Las Palmas Atletico,9539,Getafe B,9488,2020-02-16,0,1,A,21
Merida AD,212941,Granada CFB,131209,2020-02-16,1,1,D,21
Calahorra,9646,CDGuijuelo,8328,2020-02-16,1,2,A,21
CD Tudelano,9559,UD Logrones,54539,2020-02-16,0,1,A,21
CD Tudelano,9559,UD Logrones,59980,2020-02-16,0,1,A,21
Cordoba,1064,Sevilla Atletico,11103,2020-02-16,2,1,H,21
San Fernando,46063,CD Badajoz,1540,2020-02-16,2,1,H,21
San Fernando,38441,CD Badajoz,1540,2020-02-16,2,1,H,21
At Sanluqueno,9534,Marbella,8738,2020-02-16,1,2,A,21
Badalona,6280,Castellon,5876,2020-02-16,1,1,D,21
Internacional,51096,Sporting Gijon,2046,2020-02-16,1,1,D,21
Internacional,51096,Sporting Gijon,40194,2020-02-16,1,1,D,21
UCAM Murcia,657042,Villarrubia,54544,2020-02-16,0,0,D,21
UCAM Murcia,44148,Villarrubia,54544,2020-02-16,0,0,D,21
Ferrol,3605,UD Ibiza,9552,2020-02-16,1,0,H,21
Rayo Majadahonda,9490,Real Madrid Castilla,6833,2020-02-16,2,2,D,21
Cartagena FC,46057,CA Linense,9695,2020-02-16,3,2,H,21
Cartagena FC,8097,CA Linense,9695,2020-02-16,3,2,H,21
Salamanca B,14031,Burgos,1661,2020-02-16,0,1,A,21
OsasunaB,8693,Athletic Bilbao B,8798,2020-02-15,1,1,D,22
Arenas Getxo,9141,Real Union Irun,5571,2020-02-15,0,0,D,22
UD San Sebastian Reyes,2921,Atletico Madrid B,1511,2020-02-15,0,1,A,22
RealValladolidB,8986,SD Amorebieta,13660,2020-02-15,4,0,H,22
Orihuela,8091,Hercules,2140,2020-02-09,1,0,H,28
Barcelona B,1553,VillarrealB,9680,2020-02-09,2,3,A,28
Lida,2458,Badalona,6280,2020-02-09,3,0,H,28
CF La Nucia,11891,CESabadell,5871,2020-02-09,1,0,H,28
BarakaldoCF,1551,RealValladolidB,8986,2020-02-09,3,1,H,28
lagostera,44143,Levante B,8333,2020-02-09,1,3,A,28
UD Logrones,54539,Salamanca B,14031,2020-02-09,1,0,H,28
UD Logrones,59980,Salamanca B,14031,2020-02-09,1,0,H,28
Las Rozas,9485,Internacional,51096,2020-02-09,3,0,H,28
UD Ibiza,9552,Coruxo FC,12897,2020-02-09,2,0,H,28
Burgos,1661,Cultural Leonesa,4781,2020-02-09,2,0,H,28
Sporting Gijon,2046,Ferrol,3605,2020-02-09,0,1,A,28
Sporting Gijon,40194,Ferrol,3605,2020-02-09,0,1,A,28
Castellon,5876,RCD Espanyol B,8691,2020-02-09,1,0,H,28
Getafe B,9488,UP Langreo,9607,2020-02-09,0,2,A,28
Real Union Irun,5571,OsasunaB,8693,2020-02-09,1,1,D,28
Melilla,1117170,Club Marinode Luanco,12113,2020-02-09,2,1,H,28
Melilla,1204,Club Marinode Luanco,12113,2020-02-09,2,1,H,28
Ebro,9571,Ejea,9572,2020-02-09,1,1,D,28
CDGuijuelo,8328,Haro,9562,2020-02-09,2,0,H,28
Real Madrid Castilla,6833,Las Palmas Atletico,9539,2020-02-09,3,1,H,28
Cornella,39919,Gimnastic,4374,2020-02-09,1,1,D,28
Celta Vigo B,8796,SCR Pena Deportiva,51101,2020-02-09,3,1,H,28
Yeclano Deportivo,9473,San Fernando,46063,2020-02-09,0,5,A,28
Yeclano Deportivo,9473,San Fernando,38441,2020-02-09,0,5,A,28
CA Linense,9695,At Sanluqueno,9534,2020-02-09,1,0,H,28
Murcia Feminas,193791,CF Talavera,3106,2020-02-09,0,1,A,28
Murcia Feminas,3606,CF Talavera,3106,2020-02-09,0,1,A,28
Valencia CFB,10203,UE Olot,62216,2020-02-09,2,2,D,28
Atletico Madrid B,1511,Rayo Majadahonda,9490,2020-02-09,0,1,A,28
Rec de Huelva,2178,Merida AD,212941,2020-02-09,3,3,D,28
CD Badajoz,1540,Cordoba,1064,2020-02-09,0,1,A,28
Sevilla Atletico,11103,Algeciras,5834,2020-02-09,3,2,H,28
Marbella,8738,Don Benito,6283,2020-02-09,1,0,H,28
Granada CFB,131209,UCAM Murcia,657042,2020-02-09,0,1,A,28
Granada CFB,131209,UCAM Murcia,44148,2020-02-09,0,1,A,28
CadizCF B,9521,Cartagena FC,46057,2020-02-09,1,1,D,28
CadizCF B,9521,Cartagena FC,8097,2020-02-09,1,1,D,28
Atletico Baleares,9495,Pontevedra,5873,2020-02-09,3,1,H,28
FC Andorra,1163511,Prat,8976,2020-02-08,1,2,A,29
Athletic Bilbao B,8798,CD Tudelano,9559,2020-02-08,1,0,H,29
Leioa SD,39360,Real Sociedad B,212542,2020-02-08,0,2,A,29
Leioa SD,39360,Real Sociedad B,8330,2020-02-08,0,2,A,29
CDIzarra,11802,Alaves II,8979,2020-02-08,1,0,H,29
Salamanca,660103,Calahorra,9646,2020-02-08,2,2,D,29
SD Amorebieta,13660,Arenas Getxo,9141,2020-02-08,0,0,D,29
Villarrubia,54544,CP Villarrobledo,9466,2020-02-08,0,0,D,29
Real Oviedo II,51087,UD San Sebastian Reyes,2921,2020-02-08,1,1,D,29
CF La Nucia,11891,Lida,2458,2020-02-05,2,1,H,32
Cordoba,1064,Yeclano Deportivo,9473,2020-02-02,2,1,H,35
CadizCF B,9521,Sevilla Atletico,11103,2020-02-02,1,2,A,35
Don Benito,6283,CA Linense,9695,2020-02-02,2,2,D,35
Ejea,9572,FC Andorra,1163511,2020-02-02,1,1,D,35
Internacional,51096,Ferrol,3605,2020-02-02,1,0,H,35
UE Olot,62216,Castellon,5876,2020-02-02,1,0,H,35
Cultural Leonesa,4781,UD Logrones,54539,2020-02-02,0,2,A,35
Cultural Leonesa,4781,UD Logrones,59980,2020-02-02,0,2,A,35
Badalona,6280,Cornella,39919,2020-02-02,0,2,A,35
Alaves II,8979,CDGuijuelo,8328,2020-02-02,2,0,H,35
SCR Pena Deportiva,51101,Getafe B,9488,2020-02-02,2,0,H,35
CD Tudelano,9559,Real Union Irun,5571,2020-02-02,2,2,D,35
Gimnastic,4374,Ebro,9571,2020-02-02,4,1,H,35
Levante B,8333,Orihuela,8091,2020-02-02,1,1,D,35
Las Palmas Atletico,9539,Atletico Madrid B,1511,2020-02-02,1,0,H,35
Haro,9562,Salamanca,660103,2020-02-02,1,0,H,35
Club Marinode Luanco,12113,Celta Vigo B,8796,2020-02-02,1,1,D,35
Cartagena FC,46057,At Sanluqueno,9534,2020-02-02,2,0,H,35
Cartagena FC,8097,At Sanluqueno,9534,2020-02-02,2,0,H,35
CP Villarrobledo,9466,Granada CFB,131209,2020-02-02,0,2,A,35
San Fernando,46063,Murcia Feminas,193791,2020-02-02,3,3,D,35
San Fernando,46063,Murcia Feminas,3606,2020-02-02,3,3,D,35
San Fernando,38441,Murcia Feminas,193791,2020-02-02,3,3,D,35
San Fernando,38441,Murcia Feminas,3606,2020-02-02,3,3,D,35
Calahorra,9646,Burgos,1661,2020-02-02,0,3,A,35
UP Langreo,9607,Real Madrid Castilla,6833,2020-02-02,1,1,D,35
Prat,8976,Barcelona B,1553,2020-02-02,1,2,A,35
CESabadell,5871,Hercules,2140,2020-02-02,1,2,A,35
RealValladolidB,8986,Arenas Getxo,9141,2020-02-02,1,1,D,35
UCAM Murcia,657042,Rec de Huelva,2178,2020-02-02,1,0,H,35
UCAM Murcia,44148,Rec de Huelva,2178,2020-02-02,1,0,H,35
Algeciras,5834,CD Badajoz,1540,2020-02-02,1,0,H,35
Merida AD,212941,Marbella,8738,2020-02-02,0,0,D,35
Coruxo FC,12897,Sporting Gijon,2046,2020-02-02,3,1,H,35
Coruxo FC,12897,Sporting Gijon,40194,2020-02-02,3,1,H,35
CF Talavera,3106,Villarrubia,54544,2020-02-02,1,1,D,35
Rayo Majadahonda,9490,Real Oviedo II,51087,2020-02-02,1,1,D,35
BarakaldoCF,1551,Leioa SD,39360,2020-02-02,1,2,A,35
CF La Nucia,11891,Valencia CFB,10203,2020-02-02,0,0,D,35
Pontevedra,5873,UD Ibiza,9552,2020-02-02,0,0,D,35
UD San Sebastian Reyes,2921,Atletico Baleares,9495,2020-02-02,0,1,A,35
Las Rozas,9485,Melilla,1117170,2020-02-02,0,1,A,35
Las Rozas,9485,Melilla,1204,2020-02-02,0,1,A,35
OsasunaB,8693,SD Amorebieta,13660,2020-02-01,3,2,H,36
VillarrealB,9680,lagostera,44143,2020-02-01,4,1,H,36
Real Sociedad B,212542,CDIzarra,11802,2020-02-01,3,1,H,36
Real Sociedad B,8330,CDIzarra,11802,2020-02-01,3,1,H,36
RCD Espanyol B,8691,Lida,2458,2020-02-01,2,2,D,36
Salamanca B,14031,Athletic Bilbao B,8798,2020-02-01,1,1,D,36
Ferrol,3605,Coruxo FC,12897,2020-01-26,0,1,A,42
UD Ibiza,9552,UD San Sebastian Reyes,2921,2020-01-26,2,0,H,42
At Sanluqueno,9534,Don Benito,6283,2020-01-26,0,0,D,42
UD Logrones,54539,Calahorra,9646,2020-01-26,0,0,D,42
UD Logrones,59980,Calahorra,9646,2020-01-26,0,0,D,42
Hercules,2140,Levante B,8333,2020-01-26,1,3,A,42
Getafe B,9488,Club Marinode Luanco,12113,2020-01-26,1,2,A,42
Sevilla Atletico,11103,Cartagena FC,46057,2020-01-26,1,0,H,42
Sevilla Atletico,11103,Cartagena FC,8097,2020-01-26,1,0,H,42
Atletico Baleares,9495,Rayo Majadahonda,9490,2020-01-26,1,0,H,42
Ebro,9571,Badalona,6280,2020-01-26,2,1,H,42
Melilla,1117170,Internacional,51096,2020-01-26,1,1,D,42
Melilla,1204,Internacional,51096,2020-01-26,1,1,D,42
Castellon,5876,CF La Nucia,11891,2020-01-26,3,0,H,42
Sporting Gijon,2046,Pontevedra,5873,2020-01-26,3,1,H,42
Sporting Gijon,40194,Pontevedra,5873,2020-01-26,3,1,H,42
Burgos,1661,Haro,9562,2020-01-26,1,1,D,42
CD Badajoz,1540,CadizCF B,9521,2020-01-26,0,0,D,42
CDIzarra,11802,BarakaldoCF,1551,2020-01-26,1,0,H,42
CA Linense,9695,Merida AD,212941,2020-01-26,0,0,D,42
Real Oviedo II,51087,Las Palmas Atletico,9539,2020-01-26,0,0,D,42
Rec de Huelva,2178,CP Villarrobledo,9466,2020-01-26,1,1,D,42
Orihuela,8091,VillarrealB,9680,2020-01-26,1,2,A,42
Real Union Irun,5571,Salamanca B,14031,2020-01-26,0,1,A,42
Salamanca,660103,Alaves II,8979,2020-01-26,4,2,H,42
CDGuijuelo,8328,Real Sociedad B,212542,2020-01-26,3,0,H,42
CDGuijuelo,8328,Real Sociedad B,8330,2020-01-26,3,0,H,42
Atletico Madrid B,1511,UP Langreo,9607,2020-01-26,4,0,H,42
Valencia CFB,10203,CESabadell,5871,2020-01-26,0,3,A,42
Athletic Bilbao B,8798,Cultural Leonesa,4781,2020-01-26,1,0,H,42
Cornella,39919,RCD Espanyol B,8691,2020-01-26,1,0,H,42
Granada CFB,131209,CF Talavera,3106,2020-01-26,0,0,D,42
Marbella,8738,UCAM Murcia,657042,2020-01-26,4,0,H,42
Marbella,8738,UCAM Murcia,44148,2020-01-26,4,0,H,42
Murcia Feminas,193791,Cordoba,1064,2020-01-26,1,0,H,42
Murcia Feminas,3606,Cordoba,1064,2020-01-26,1,0,H,42
FC Andorra,1163511,Gimnastic,4374,2020-01-26,0,0,D,42
Yeclano Deportivo,9473,Algeciras,5834,2020-01-26,4,1,H,42
Real Madrid Castilla,6833,SCR Pena Deportiva,51101,2020-01-26,3,1,H,42
Leioa SD,39360,RealValladolidB,8986,2020-01-25,1,1,D,43
Arenas Getxo,9141,OsasunaB,8693,2020-01-25,0,2,A,43
Barcelona B,1553,Ejea,9572,2020-01-25,2,0,H,43
Villarrubia,54544,San Fernando,46063,2020-01-25,3,0,H,43
Villarrubia,54544,San Fernando,38441,2020-01-25,3,0,H,43
SD Amorebieta,13660,CD Tudelano,9559,2020-01-25,5,1,H,43
lagostera,44143,Prat,8976,2020-01-25,1,1,D,43
Lida,2458,UE Olot,62216,2020-01-25,1,1,D,43
Celta Vigo B,8796,Las Rozas,9485,2020-01-25,2,4,A,43
Calahorra,9646,Athletic Bilbao B,8798,2020-01-19,2,3,A,49
CF Talavera,3106,Rec de Huelva,2178,2020-01-19,0,1,A,49
Cartagena FC,46057,Don Benito,6283,2020-01-19,1,1,D,49
Cartagena FC,8097,Don Benito,6283,2020-01-19,1,1,D,49
UD San Sebastian Reyes,2921,Sporting Gijon,2046,2020-01-19,1,0,H,49
UD San Sebastian Reyes,2921,Sporting Gijon,40194,2020-01-19,1,0,H,49
Ejea,9572,lagostera,44143,2020-01-19,1,0,H,49
CESabadell,5871,Levante B,8333,2020-01-19,1,0,H,49
Merida AD,212941,At Sanluqueno,9534,2020-01-19,0,0,D,49
Valencia CFB,10203,Castellon,5876,2020-01-19,1,2,A,49
Sevilla Atletico,11103,CD Badajoz,1540,2020-01-19,1,1,D,49
RealValladolidB,8986,OsasunaB,8693,2020-01-19,2,0,H,49
Prat,8976,Orihuela,8091,2020-01-19,2,2,D,49
Cultural Leonesa,4781,Real Union Irun,5571,2020-01-19,0,0,D,49
Melilla,1117170,Celta Vigo B,8796,2020-01-19,1,0,H,49
Melilla,1204,Celta Vigo B,8796,2020-01-19,1,0,H,49
CP Villarrobledo,9466,Marbella,8738,2020-01-19,1,4,A,49
Salamanca B,14031,SD Amorebieta,13660,2020-01-19,0,3,A,49
Cordoba,1064,Villarrubia,54544,2020-01-19,1,1,D,49
Internacional,51096,Coruxo FC,12897,2020-01-19,0,2,A,49
San Fernando,46063,Granada CFB,131209,2020-01-19,2,3,A,49
San Fernando,38441,Granada CFB,131209,2020-01-19,2,3,A,49
UP Langreo,9607,Real Oviedo II,51087,2020-01-19,2,0,H,49
RCD Espanyol B,8691,Ebro,9571,2020-01-19,2,2,D,49
Las Rozas,9485,Getafe B,9488,2020-01-19,1,1,D,49
Club Marinode Luanco,12113,Real Madrid Castilla,6833,2020-01-19,1,0,H,49
Pontevedra,5873,Ferrol,3605,2020-01-19,0,0,D,49
Rayo Majadahonda,9490,UD Ibiza,9552,2020-01-19,0,1,A,49
UE Olot,62216,Cornella,39919,2020-01-19,1,1,D,49
Badalona,6280,FC Andorra,1163511,2020-01-19,0,0,D,49
CadizCF B,9521,Yeclano Deportivo,9473,2020-01-19,2,0,H,49
BarakaldoCF,1551,CDGuijuelo,8328,2020-01-19,0,1,A,49
UCAM Murcia,657042,CA Linense,9695,2020-01-19,4,3,H,49
UCAM Murcia,44148,CA Linense,9695,2020-01-19,4,3,H,49
Alaves II,8979,Burgos,1661,2020-01-19,2,2,D,49
CD Tudelano,9559,Arenas Getxo,9141,2020-01-19,1,1,D,49
Las Palmas Atletico,9539,Atletico Baleares,9495,2020-01-19,2,1,H,49
SCR Pena Deportiva,51101,Atletico Madrid B,1511,2020-01-19,3,1,H,49
Haro,9562,UD Logrones,54539,2020-01-19,1,2,A,49
Haro,9562,UD Logrones,59980,2020-01-19,1,2,A,49
Algeciras,5834,Murcia Feminas,193791,2020-01-19,0,1,A,49
Algeciras,5834,Murcia Feminas,3606,2020-01-19,0,1,A,49
Gimnastic,4374,Barcelona B,1553,2020-01-19,1,0,H,49
VillarrealB,9680,Hercules,2140,2020-01-18,1,0,H,50
Real Sociedad B,212542,Salamanca,660103,2020-01-18,0,0,D,50
Real Sociedad B,8330,Salamanca,660103,2020-01-18,0,0,D,50
Leioa SD,39360,CDIzarra,11802,2020-01-18,3,1,H,50
