NaTeamHome,CoTeamHome,NaTeamAway,CoTeamAway,Date,NuScoreTeamHome,NuScoreTeamAway,FTR,time_diff
Badalona,6280,CESabadell,5871,2019-04-07,2,0,H,336
Valencia CFB,10203,Peralada,9672,2019-04-07,0,1,A,336
Levante B,8333,Conquense,5869,2019-04-07,1,1,D,336
Internacional,51096,Adarve,62315,2019-04-07,1,2,A,336
CDIzarra,11802,Torrelavega,5875,2019-04-07,2,2,D,336
UCAM Murcia,657042,CD Badajoz,1540,2019-04-07,1,2,A,336
UCAM Murcia,44148,CD Badajoz,1540,2019-04-07,1,2,A,336
CD Teruel,9573,Atletico Baleares,9495,2019-04-07,1,1,D,336
Atletico Madrid B,1511,CDGuijuelo,8328,2019-04-07,0,1,A,336
RCD Espanyol B,8691,VillarrealB,9680,2019-04-07,0,1,A,336
Granada CFB,131209,Poli Ejido,212575,2019-04-07,1,1,D,336
Real Sociedad B,212542,SD Gernika,13672,2019-04-07,1,1,D,336
Real Sociedad B,8330,SD Gernika,13672,2019-04-07,1,1,D,336
Lida,2458,Ejea,9572,2019-04-07,0,1,A,336
Cartagena FC,46057,Murcia Feminas,193791,2019-04-07,1,1,D,336
Cartagena FC,46057,Murcia Feminas,3606,2019-04-07,1,1,D,336
Cartagena FC,8097,Murcia Feminas,193791,2019-04-07,1,1,D,336
Cartagena FC,8097,Murcia Feminas,3606,2019-04-07,1,1,D,336
BarakaldoCF,1551,Real Union Irun,5571,2019-04-07,3,1,H,336
UD Logrones,54539,Real Oviedo II,51087,2019-04-07,3,4,A,336
UD Logrones,59980,Real Oviedo II,51087,2019-04-07,3,4,A,336
Sporting Gijon,2046,Victoria,62449,2019-04-07,3,2,H,336
Sporting Gijon,40194,Victoria,62449,2019-04-07,3,2,H,336
Rapido Bouzas,9600,Coruxo FC,12897,2019-04-07,0,0,D,336
Las Palmas Atletico,9539,Deportivo La Coruna B,11880,2019-04-07,0,0,D,336
Santander,2927,CD Tudelano,9559,2019-04-07,2,1,H,336
Mirandes,5866,Leioa SD,39360,2019-04-07,2,1,H,336
Mirandes,5866,Leioa SD,39360,2019-04-07,2,1,H,336
Malaga B,5836,Sevilla Atletico,11103,2019-04-07,3,0,H,336
UP Langreo,9607,Calahorra,9646,2019-04-07,2,1,H,336
Arenas Getxo,9141,SD Amorebieta,13660,2019-04-06,1,1,D,337
Durango,13683,Athletic Bilbao B,8798,2019-04-06,3,2,H,337
RealValladolidB,8986,Celta Vigo B,8796,2019-04-06,1,0,H,337
Salamanca,660103,Burgos,1661,2019-04-06,0,0,D,337
Hercules,2140,Alcoyano,6853,2019-04-06,0,0,D,337
Victoria,62449,Real Oviedo II,51087,2019-03-31,0,0,D,343
Alcoyano,6853,Lida,2458,2019-03-31,2,1,H,343
CD Tudelano,9559,CDIzarra,11802,2019-03-31,1,1,D,343
Celta Vigo B,8796,CDANavalcarnero,9031,2019-03-31,3,1,H,343
Atletico Baleares,9495,Ebro,9571,2019-03-31,0,0,D,343
Torrelavega,5875,Arenas Getxo,9141,2019-03-31,1,1,D,343
Peralada,9672,Levante B,8333,2019-03-31,0,0,D,343
Villanovense,8737,UCAM Murcia,657042,2019-03-31,1,1,D,343
Villanovense,8737,UCAM Murcia,44148,2019-03-31,1,1,D,343
UE Olot,62216,VillarrealB,9680,2019-03-31,2,2,D,343
CESabadell,5871,Valencia CFB,10203,2019-03-31,0,1,A,343
San Fernando,46063,CF Talavera,3106,2019-03-31,1,2,A,343
San Fernando,38441,CF Talavera,3106,2019-03-31,1,2,A,343
CDGuijuelo,8328,Las Palmas Atletico,9539,2019-03-31,0,0,D,343
Calahorra,9646,BarakaldoCF,1551,2019-03-31,2,1,H,343
Sporting Gijon,2046,UP Langreo,9607,2019-03-31,2,0,H,343
Sporting Gijon,40194,UP Langreo,9607,2019-03-31,2,0,H,343
Adarve,62315,Coruxo FC,12897,2019-03-31,3,3,D,343
Conquense,5869,Cornella,39919,2019-03-31,0,0,D,343
Murcia Feminas,193791,Don Benito,6283,2019-03-31,0,1,A,343
Murcia Feminas,3606,Don Benito,6283,2019-03-31,0,1,A,343
Burgos,1661,Real Madrid Castilla,6833,2019-03-31,1,2,A,343
Fuenlabrada,8098,Cultural Leonesa,4781,2019-03-31,1,0,H,343
Ejea,9572,Badalona,6280,2019-03-31,0,0,D,343
UD Ibiza,9552,Granada CFB,131209,2019-03-31,1,1,D,343
Real Union Irun,5571,Durango,13683,2019-03-31,0,2,A,343
Poli Ejido,212575,CA Linense,9695,2019-03-31,3,2,H,343
CD Badajoz,1540,Cartagena FC,46057,2019-03-31,1,0,H,343
CD Badajoz,1540,Cartagena FC,8097,2019-03-31,1,0,H,343
UD San Sebastian Reyes,2921,Rapido Bouzas,9600,2019-03-31,0,1,A,343
Rec de Huelva,2178,Marbella,8738,2019-03-31,0,0,D,343
Melilla,1117170,Malaga B,5836,2019-03-31,2,1,H,343
Melilla,1204,Malaga B,5836,2019-03-31,2,1,H,343
SD Gernika,13672,UD Logrones,54539,2019-03-31,0,0,D,343
SD Gernika,13672,UD Logrones,59980,2019-03-31,0,0,D,343
Internacional,51096,RealValladolidB,8986,2019-03-31,2,1,H,343
Leioa SD,39360,Real Sociedad B,212542,2019-03-30,1,0,H,344
Leioa SD,39360,Real Sociedad B,8330,2019-03-30,1,0,H,344
Sevilla Atletico,11103,Almeria B,9492,2019-03-30,1,0,H,344
SD Amorebieta,13660,Mirandes,5866,2019-03-30,1,0,H,344
SD Amorebieta,13660,Mirandes,5866,2019-03-30,1,0,H,344
Castellon,5876,Hercules,2140,2019-03-30,1,2,A,344
Barcelona B,1553,CD Teruel,9573,2019-03-30,2,1,H,344
Athletic Bilbao B,8798,Santander,2927,2019-03-30,1,1,D,344
Ponferradina,7791,Salamanca,660103,2019-03-30,3,0,H,344
Deportivo La Coruna B,11880,Pontevedra,5873,2019-03-30,0,1,A,344
Salmantino Salamanca II,1169183,Atletico Madrid B,1511,2019-03-30,0,2,A,344
Ebro,9571,Barcelona B,1553,2019-03-24,0,1,A,350
UCAM Murcia,657042,At Sanluqueno,9534,2019-03-24,0,0,D,350
UCAM Murcia,44148,At Sanluqueno,9534,2019-03-24,0,0,D,350
Marbella,8738,San Fernando,46063,2019-03-24,2,0,H,350
Marbella,8738,San Fernando,38441,2019-03-24,2,0,H,350
Almeria B,9492,Melilla,1117170,2019-03-24,1,4,A,350
Almeria B,9492,Melilla,1204,2019-03-24,1,4,A,350
Real Oviedo II,51087,SD Gernika,13672,2019-03-24,0,0,D,350
Santander,2927,Real Union Irun,5571,2019-03-24,0,0,D,350
Pontevedra,5873,CDGuijuelo,8328,2019-03-24,2,1,H,350
Real Madrid Castilla,6833,Ponferradina,7791,2019-03-24,0,0,D,350
Cornella,39919,Peralada,9672,2019-03-24,0,0,D,350
Cartagena FC,46057,Villanovense,8737,2019-03-24,1,1,D,350
Cartagena FC,8097,Villanovense,8737,2019-03-24,1,1,D,350
Las Palmas Atletico,9539,Salmantino Salamanca II,1169183,2019-03-24,0,0,D,350
Cultural Leonesa,4781,Celta Vigo B,8796,2019-03-24,3,1,H,350
RCD Espanyol B,8691,Atletico Baleares,9495,2019-03-24,0,2,A,350
Don Benito,6283,CD Badajoz,1540,2019-03-24,1,2,A,350
RealValladolidB,8986,Adarve,62315,2019-03-24,2,1,H,350
Granada CFB,131209,Murcia Feminas,193791,2019-03-24,1,2,A,350
Granada CFB,131209,Murcia Feminas,3606,2019-03-24,1,2,A,350
CDIzarra,11802,Athletic Bilbao B,8798,2019-03-24,0,0,D,350
Malaga B,5836,Rec de Huelva,2178,2019-03-24,0,1,A,350
Badalona,6280,Alcoyano,6853,2019-03-24,2,1,H,350
Valencia CFB,10203,Ejea,9572,2019-03-24,2,1,H,350
BarakaldoCF,1551,Sporting Gijon,2046,2019-03-24,0,1,A,350
BarakaldoCF,1551,Sporting Gijon,40194,2019-03-24,0,1,A,350
CF Talavera,3106,Poli Ejido,212575,2019-03-24,2,0,H,350
Coruxo FC,12897,UD San Sebastian Reyes,2921,2019-03-24,2,2,D,350
UD Logrones,54539,Leioa SD,39360,2019-03-24,0,0,D,350
UD Logrones,59980,Leioa SD,39360,2019-03-24,0,0,D,350
CA Linense,9695,UD Ibiza,9552,2019-03-24,0,0,D,350
Lida,2458,Castellon,5876,2019-03-24,0,1,A,350
Atletico Madrid B,1511,Burgos,1661,2019-03-24,0,1,A,350
Levante B,8333,CESabadell,5871,2019-03-24,3,1,H,350
CDANavalcarnero,9031,Internacional,51096,2019-03-24,1,5,A,350
Durango,13683,Calahorra,9646,2019-03-23,1,2,A,351
Real Sociedad B,212542,SD Amorebieta,13660,2019-03-23,1,2,A,351
Real Sociedad B,8330,SD Amorebieta,13660,2019-03-23,1,2,A,351
Hercules,2140,UE Olot,62216,2019-03-23,1,0,H,351
UP Langreo,9607,Victoria,62449,2019-03-23,0,0,D,351
Salamanca,660103,Fuenlabrada,8098,2019-03-23,3,1,H,351
Arenas Getxo,9141,CD Tudelano,9559,2019-03-23,0,1,A,351
CDGuijuelo,8328,Rapido Bouzas,9600,2019-03-17,1,0,H,357
Fuenlabrada,8098,Real Madrid Castilla,6833,2019-03-17,0,0,D,357
Villanovense,8737,Don Benito,6283,2019-03-17,1,1,D,357
CD Tudelano,9559,Mirandes,5866,2019-03-17,1,1,D,357
CD Tudelano,9559,Mirandes,5866,2019-03-17,1,1,D,357
CESabadell,5871,Cornella,39919,2019-03-17,1,1,D,357
Castellon,5876,Badalona,6280,2019-03-17,2,1,H,357
Rec de Huelva,2178,San Fernando,46063,2019-03-17,1,1,D,357
Rec de Huelva,2178,San Fernando,38441,2019-03-17,1,1,D,357
UD Ibiza,9552,CF Talavera,3106,2019-03-17,1,0,H,357
Salmantino Salamanca II,1169183,Pontevedra,5873,2019-03-17,3,0,H,357
CD Badajoz,1540,Granada CFB,131209,2019-03-17,1,0,H,357
Real Union Irun,5571,CDIzarra,11802,2019-03-17,0,4,A,357
Conquense,5869,Ebro,9571,2019-03-17,0,1,A,357
Torrelavega,5875,Real Sociedad B,212542,2019-03-17,1,0,H,357
Torrelavega,5875,Real Sociedad B,8330,2019-03-17,1,0,H,357
Deportivo La Coruna B,11880,Coruxo FC,12897,2019-03-17,1,1,D,357
Burgos,1661,Las Palmas Atletico,9539,2019-03-17,3,0,H,357
Alcoyano,6853,Valencia CFB,10203,2019-03-17,1,1,D,357
Sevilla Atletico,11103,UCAM Murcia,657042,2019-03-17,2,1,H,357
Sevilla Atletico,11103,UCAM Murcia,44148,2019-03-17,2,1,H,357
Atletico Baleares,9495,VillarrealB,9680,2019-03-17,1,0,H,357
Internacional,51096,Cultural Leonesa,4781,2019-03-17,1,1,D,357
Adarve,62315,UD San Sebastian Reyes,2921,2019-03-17,1,2,A,357
Murcia Feminas,193791,CA Linense,9695,2019-03-17,0,2,A,357
Murcia Feminas,3606,CA Linense,9695,2019-03-17,0,2,A,357
Poli Ejido,212575,Marbella,8738,2019-03-17,0,0,D,357
Calahorra,9646,Santander,2927,2019-03-17,0,1,A,357
UP Langreo,9607,BarakaldoCF,1551,2019-03-17,0,2,A,357
Celta Vigo B,8796,Salamanca,660103,2019-03-17,2,1,H,357
Athletic Bilbao B,8798,Arenas Getxo,9141,2019-03-17,2,1,H,357
Ponferradina,7791,Atletico Madrid B,1511,2019-03-16,1,0,H,358
At Sanluqueno,9534,Cartagena FC,46057,2019-03-16,3,1,H,358
At Sanluqueno,9534,Cartagena FC,8097,2019-03-16,3,1,H,358
Sporting Gijon,2046,Durango,13683,2019-03-16,1,2,A,358
Sporting Gijon,40194,Durango,13683,2019-03-16,1,2,A,358
Ejea,9572,Levante B,8333,2019-03-16,0,1,A,358
Hercules,2140,Lida,2458,2019-03-16,0,0,D,358
SD Amorebieta,13660,UD Logrones,54539,2019-03-16,1,2,A,358
SD Amorebieta,13660,UD Logrones,59980,2019-03-16,1,2,A,358
RealValladolidB,8986,CDANavalcarnero,9031,2019-03-16,2,1,H,358
Leioa SD,39360,Real Oviedo II,51087,2019-03-16,2,2,D,358
Barcelona B,1553,RCD Espanyol B,8691,2019-03-16,0,1,A,358
Levante B,8333,Alcoyano,6853,2019-03-10,2,0,H,364
Don Benito,6283,At Sanluqueno,9534,2019-03-10,2,2,D,364
BarakaldoCF,1551,Victoria,62449,2019-03-10,2,2,D,364
Cartagena FC,46057,Sevilla Atletico,11103,2019-03-10,0,0,D,364
Cartagena FC,8097,Sevilla Atletico,11103,2019-03-10,0,0,D,364
VillarrealB,9680,Barcelona B,1553,2019-03-10,2,1,H,364
Cornella,39919,Ejea,9572,2019-03-10,2,1,H,364
San Fernando,46063,Poli Ejido,212575,2019-03-10,2,1,H,364
San Fernando,38441,Poli Ejido,212575,2019-03-10,2,1,H,364
Coruxo FC,12897,CDGuijuelo,8328,2019-03-10,2,2,D,364
UCAM Murcia,657042,Melilla,1117170,2019-03-10,1,3,A,364
UCAM Murcia,657042,Melilla,1204,2019-03-10,1,3,A,364
UCAM Murcia,44148,Melilla,1117170,2019-03-10,1,3,A,364
UCAM Murcia,44148,Melilla,1204,2019-03-10,1,3,A,364
Santander,2927,Sporting Gijon,2046,2019-03-10,3,0,H,364
Santander,2927,Sporting Gijon,40194,2019-03-10,3,0,H,364
UD Logrones,54539,Torrelavega,5875,2019-03-10,3,0,H,364
UD Logrones,59980,Torrelavega,5875,2019-03-10,3,0,H,364
Ebro,9571,Peralada,9672,2019-03-10,0,2,A,364
CDIzarra,11802,Calahorra,9646,2019-03-10,0,1,A,364
Valencia CFB,10203,Castellon,5876,2019-03-10,1,0,H,364
Almeria B,9492,Rec de Huelva,2178,2019-03-10,1,2,A,364
Cultural Leonesa,4781,RealValladolidB,8986,2019-03-10,2,1,H,364
Marbella,8738,UD Ibiza,9552,2019-03-10,3,1,H,364
RCD Espanyol B,8691,Conquense,5869,2019-03-10,4,0,H,364
Real Oviedo II,51087,SD Amorebieta,13660,2019-03-10,0,2,A,364
Lida,2458,UE Olot,62216,2019-03-10,0,1,A,364
Pontevedra,5873,Burgos,1661,2019-03-10,1,1,D,364
CA Linense,9695,CD Badajoz,1540,2019-03-10,1,1,D,364
Atletico Madrid B,1511,Fuenlabrada,8098,2019-03-10,0,0,D,364
Badalona,6280,Hercules,2140,2019-03-10,2,1,H,364
Mirandes,5866,Athletic Bilbao B,8798,2019-03-10,1,1,D,364
Mirandes,5866,Athletic Bilbao B,8798,2019-03-10,1,1,D,364
CD Teruel,9573,CESabadell,5871,2019-03-10,2,0,H,364
CF Talavera,3106,Murcia Feminas,193791,2019-03-10,1,0,H,364
CF Talavera,3106,Murcia Feminas,3606,2019-03-10,1,0,H,364
Real Sociedad B,212542,CD Tudelano,9559,2019-03-10,1,1,D,364
Real Sociedad B,8330,CD Tudelano,9559,2019-03-10,1,1,D,364
UD San Sebastian Reyes,2921,Deportivo La Coruna B,11880,2019-03-10,2,0,H,364
Rapido Bouzas,9600,Salmantino Salamanca II,1169183,2019-03-10,1,0,H,364
Las Palmas Atletico,9539,Ponferradina,7791,2019-03-10,1,0,H,364
Durango,13683,UP Langreo,9607,2019-03-09,1,0,H,365
Salamanca,660103,Internacional,51096,2019-03-09,0,0,D,365
Granada CFB,131209,Villanovense,8737,2019-03-09,2,1,H,365
Real Madrid Castilla,6833,Celta Vigo B,8796,2019-03-09,2,0,H,365
Arenas Getxo,9141,Real Union Irun,5571,2019-03-09,1,0,H,365
SD Gernika,13672,Leioa SD,39360,2019-03-09,0,0,D,365
Real Oviedo II,51087,Sporting Gijon,2046,2019-03-06,2,0,H,368
Real Oviedo II,51087,Sporting Gijon,40194,2019-03-06,2,0,H,368
Villanovense,8737,CA Linense,9695,2019-03-03,0,0,D,371
Peralada,9672,RCD Espanyol B,8691,2019-03-03,2,2,D,371
Victoria,62449,Leioa SD,39360,2019-03-03,3,1,H,371
Castellon,5876,Levante B,8333,2019-03-03,1,1,D,371
Melilla,1117170,Cartagena FC,46057,2019-03-03,1,2,A,371
Melilla,1117170,Cartagena FC,8097,2019-03-03,1,2,A,371
Melilla,1204,Cartagena FC,46057,2019-03-03,1,2,A,371
Melilla,1204,Cartagena FC,8097,2019-03-03,1,2,A,371
Real Union Irun,5571,Mirandes,5866,2019-03-03,0,0,D,371
Real Union Irun,5571,Mirandes,5866,2019-03-03,0,0,D,371
BarakaldoCF,1551,Durango,13683,2019-03-03,1,0,H,371
CDANavalcarnero,9031,Cultural Leonesa,4781,2019-03-03,0,1,A,371
At Sanluqueno,9534,Granada CFB,131209,2019-03-03,1,1,D,371
Rec de Huelva,2178,Poli Ejido,212575,2019-03-03,2,0,H,371
Malaga B,5836,UCAM Murcia,657042,2019-03-03,0,3,A,371
Malaga B,5836,UCAM Murcia,44148,2019-03-03,0,3,A,371
Calahorra,9646,Arenas Getxo,9141,2019-03-03,1,1,D,371
CESabadell,5871,Ebro,9571,2019-03-03,0,0,D,371
Murcia Feminas,193791,Marbella,8738,2019-03-03,1,1,D,371
Murcia Feminas,3606,Marbella,8738,2019-03-03,1,1,D,371
Fuenlabrada,8098,Las Palmas Atletico,9539,2019-03-03,1,0,H,371
UE Olot,62216,Atletico Baleares,9495,2019-03-03,0,0,D,371
Sevilla Atletico,11103,Don Benito,6283,2019-03-03,1,1,D,371
Burgos,1661,Rapido Bouzas,9600,2019-03-03,1,0,H,371
CD Tudelano,9559,UD Logrones,54539,2019-03-03,2,1,H,371
CD Tudelano,9559,UD Logrones,59980,2019-03-03,2,1,H,371
Ejea,9572,CD Teruel,9573,2019-03-03,0,0,D,371
CDGuijuelo,8328,UD San Sebastian Reyes,2921,2019-03-03,3,0,H,371
Alcoyano,6853,Cornella,39919,2019-03-03,0,2,A,371
RealValladolidB,8986,Salamanca,660103,2019-03-03,1,1,D,371
Celta Vigo B,8796,Atletico Madrid B,1511,2019-03-03,0,3,A,371
Salmantino Salamanca II,1169183,Coruxo FC,12897,2019-03-03,0,0,D,371
Internacional,51096,Real Madrid Castilla,6833,2019-03-03,2,1,H,371
Ponferradina,7791,Pontevedra,5873,2019-03-03,1,0,H,371
UP Langreo,9607,Santander,2927,2019-03-03,2,1,H,371
Lida,2458,Badalona,6280,2019-03-03,0,0,D,371
Torrelavega,5875,Real Oviedo II,51087,2019-03-03,2,1,H,371
UD Ibiza,9552,San Fernando,46063,2019-03-03,1,1,D,371
UD Ibiza,9552,San Fernando,38441,2019-03-03,1,1,D,371
CD Badajoz,1540,CF Talavera,3106,2019-03-02,0,0,D,372
Sporting Gijon,2046,CDIzarra,11802,2019-03-02,0,0,D,372
Sporting Gijon,40194,CDIzarra,11802,2019-03-02,0,0,D,372
SD Amorebieta,13660,SD Gernika,13672,2019-03-02,3,1,H,372
Athletic Bilbao B,8798,Real Sociedad B,212542,2019-03-02,2,2,D,372
Athletic Bilbao B,8798,Real Sociedad B,8330,2019-03-02,2,2,D,372
Hercules,2140,Valencia CFB,10203,2019-03-02,2,1,H,372
Atletico Madrid B,1511,Internacional,51096,2019-02-24,1,0,H,378
Real Oviedo II,51087,CD Tudelano,9559,2019-02-24,2,1,H,378
Cornella,39919,Castellon,5876,2019-02-24,2,2,D,378
San Fernando,46063,Murcia Feminas,193791,2019-02-24,2,1,H,378
San Fernando,46063,Murcia Feminas,3606,2019-02-24,2,1,H,378
San Fernando,38441,Murcia Feminas,193791,2019-02-24,2,1,H,378
San Fernando,38441,Murcia Feminas,3606,2019-02-24,2,1,H,378
Levante B,8333,Hercules,2140,2019-02-24,1,1,D,378
Badalona,6280,UE Olot,62216,2019-02-24,0,0,D,378
Salamanca,660103,CDANavalcarnero,9031,2019-02-24,1,0,H,378
UD San Sebastian Reyes,2921,Salmantino Salamanca II,1169183,2019-02-24,0,1,A,378
CDIzarra,11802,UP Langreo,9607,2019-02-24,0,0,D,378
CF Talavera,3106,Villanovense,8737,2019-02-24,1,0,H,378
Don Benito,6283,Melilla,1117170,2019-02-24,0,0,D,378
Don Benito,6283,Melilla,1204,2019-02-24,0,0,D,378
Atletico Baleares,9495,Barcelona B,1553,2019-02-24,1,0,H,378
Marbella,8738,CD Badajoz,1540,2019-02-24,0,0,D,378
Cartagena FC,46057,Malaga B,5836,2019-02-24,3,1,H,378
Cartagena FC,8097,Malaga B,5836,2019-02-24,3,1,H,378
Real Sociedad B,212542,Real Union Irun,5571,2019-02-24,2,1,H,378
Real Sociedad B,8330,Real Union Irun,5571,2019-02-24,2,1,H,378
RCD Espanyol B,8691,CESabadell,5871,2019-02-24,3,0,H,378
Ebro,9571,Ejea,9572,2019-02-24,0,0,D,378
Pontevedra,5873,Fuenlabrada,8098,2019-02-24,3,0,H,378
UCAM Murcia,657042,Almeria B,9492,2019-02-24,2,0,H,378
UCAM Murcia,44148,Almeria B,9492,2019-02-24,2,0,H,378
Coruxo FC,12897,Burgos,1661,2019-02-24,3,1,H,378
Cultural Leonesa,4781,Adarve,62315,2019-02-24,3,0,H,378
Poli Ejido,212575,UD Ibiza,9552,2019-02-24,0,0,D,378
Valencia CFB,10203,Lida,2458,2019-02-24,2,3,A,378
CA Linense,9695,At Sanluqueno,9534,2019-02-24,1,0,H,378
Las Palmas Atletico,9539,Celta Vigo B,8796,2019-02-24,1,2,A,378
Arenas Getxo,9141,Sporting Gijon,2046,2019-02-23,1,1,D,379
Arenas Getxo,9141,Sporting Gijon,40194,2019-02-23,1,1,D,379
Santander,2927,BarakaldoCF,1551,2019-02-23,1,0,H,379
UD Logrones,54539,Athletic Bilbao B,8798,2019-02-23,2,1,H,379
UD Logrones,59980,Athletic Bilbao B,8798,2019-02-23,2,1,H,379
Deportivo La Coruna B,11880,CDGuijuelo,8328,2019-02-23,0,1,A,379
Granada CFB,131209,Sevilla Atletico,11103,2019-02-23,1,2,A,379
Mirandes,5866,Calahorra,9646,2019-02-23,4,1,H,379
Mirandes,5866,Calahorra,9646,2019-02-23,4,1,H,379
Leioa SD,39360,SD Amorebieta,13660,2019-02-23,0,0,D,379
Real Madrid Castilla,6833,RealValladolidB,8986,2019-02-23,3,2,H,379
Sporting Gijon,2046,Mirandes,5866,2019-02-17,0,2,A,385
Sporting Gijon,2046,Mirandes,5866,2019-02-17,0,2,A,385
Sporting Gijon,40194,Mirandes,5866,2019-02-17,0,2,A,385
Sporting Gijon,40194,Mirandes,5866,2019-02-17,0,2,A,385
Alcoyano,6853,Ebro,9571,2019-02-17,0,1,A,385
Melilla,1117170,Granada CFB,131209,2019-02-17,1,1,D,385
Melilla,1204,Granada CFB,131209,2019-02-17,1,1,D,385
Badalona,6280,Valencia CFB,10203,2019-02-17,1,0,H,385
Villanovense,8737,Marbella,8738,2019-02-17,0,0,D,385
Lida,2458,Levante B,8333,2019-02-17,2,0,H,385
BarakaldoCF,1551,CDIzarra,11802,2019-02-17,1,0,H,385
Ponferradina,7791,Coruxo FC,12897,2019-02-17,1,1,D,385
CDANavalcarnero,9031,Real Madrid Castilla,6833,2019-02-17,2,3,A,385
CD Badajoz,1540,San Fernando,46063,2019-02-17,2,0,H,385
CD Badajoz,1540,San Fernando,38441,2019-02-17,2,0,H,385
Almeria B,9492,Cartagena FC,46057,2019-02-17,2,2,D,385
Almeria B,9492,Cartagena FC,8097,2019-02-17,2,2,D,385
CESabadell,5871,VillarrealB,9680,2019-02-17,1,1,D,385
CD Tudelano,9559,SD Gernika,13672,2019-02-17,0,0,D,385
Rec de Huelva,2178,UD Ibiza,9552,2019-02-17,0,0,D,385
Adarve,62315,CDGuijuelo,8328,2019-02-17,0,1,A,385
Celta Vigo B,8796,Pontevedra,5873,2019-02-17,0,1,A,385
Malaga B,5836,Don Benito,6283,2019-02-17,0,2,A,385
Cultural Leonesa,4781,Salamanca,660103,2019-02-17,1,1,D,385
At Sanluqueno,9534,CF Talavera,3106,2019-02-17,1,0,H,385
Torrelavega,5875,Leioa SD,39360,2019-02-17,1,1,D,385
Burgos,1661,UD San Sebastian Reyes,2921,2019-02-17,0,2,A,385
UP Langreo,9607,Arenas Getxo,9141,2019-02-17,1,0,H,385
Sevilla Atletico,11103,CA Linense,9695,2019-02-17,2,0,H,385
Castellon,5876,CD Teruel,9573,2019-02-17,1,1,D,385
Ejea,9572,RCD Espanyol B,8691,2019-02-17,1,1,D,385
Internacional,51096,Las Palmas Atletico,9539,2019-02-17,2,0,H,385
Calahorra,9646,Real Sociedad B,212542,2019-02-17,0,1,A,385
Calahorra,9646,Real Sociedad B,8330,2019-02-17,0,1,A,385
Real Union Irun,5571,UD Logrones,54539,2019-02-17,0,0,D,385
Real Union Irun,5571,UD Logrones,59980,2019-02-17,0,0,D,385
Salmantino Salamanca II,1169183,Deportivo La Coruna B,11880,2019-02-17,0,0,D,385
UE Olot,62216,Barcelona B,1553,2019-02-17,1,1,D,385
Murcia Feminas,193791,Poli Ejido,212575,2019-02-17,1,1,D,385
Murcia Feminas,3606,Poli Ejido,212575,2019-02-17,1,1,D,385
Athletic Bilbao B,8798,Real Oviedo II,51087,2019-02-16,4,1,H,386
Conquense,5869,Atletico Baleares,9495,2019-02-16,0,1,A,386
RealValladolidB,8986,Atletico Madrid B,1511,2019-02-16,1,1,D,386
Hercules,2140,Cornella,39919,2019-02-16,1,0,H,386
Victoria,62449,SD Amorebieta,13660,2019-02-16,1,2,A,386
Real Oviedo II,51087,Real Union Irun,5571,2019-02-10,1,1,D,392
Atletico Baleares,9495,Peralada,9672,2019-02-10,1,0,H,392
Granada CFB,131209,Malaga B,5836,2019-02-10,0,0,D,392
Real Madrid Castilla,6833,Cultural Leonesa,4781,2019-02-10,2,2,D,392
UD San Sebastian Reyes,2921,Ponferradina,7791,2019-02-10,1,0,H,392
CF Talavera,3106,Sevilla Atletico,11103,2019-02-10,2,1,H,392
Mirandes,5866,UP Langreo,9607,2019-02-10,1,0,H,392
Mirandes,5866,UP Langreo,9607,2019-02-10,1,0,H,392
Valencia CFB,10203,UE Olot,62216,2019-02-10,2,0,H,392
Coruxo FC,12897,Fuenlabrada,8098,2019-02-10,1,1,D,392
Marbella,8738,At Sanluqueno,9534,2019-02-10,1,0,H,392
RCD Espanyol B,8691,Alcoyano,6853,2019-02-10,0,1,A,392
UCAM Murcia,657042,Rec de Huelva,2178,2019-02-10,1,5,A,392
UCAM Murcia,44148,Rec de Huelva,2178,2019-02-10,1,5,A,392
CD Teruel,9573,Hercules,2140,2019-02-10,0,0,D,392
Pontevedra,5873,Internacional,51096,2019-02-10,2,2,D,392
Rapido Bouzas,9600,Celta Vigo B,8796,2019-02-10,0,1,A,392
Cornella,39919,Lida,2458,2019-02-10,0,0,D,392
Deportivo La Coruna B,11880,Burgos,1661,2019-02-10,2,0,H,392
Don Benito,6283,Almeria B,9492,2019-02-10,1,0,H,392
CDIzarra,11802,Durango,13683,2019-02-10,1,1,D,392
Atletico Madrid B,1511,CDANavalcarnero,9031,2019-02-10,3,0,H,392
CA Linense,9695,Melilla,1117170,2019-02-10,1,2,A,392
CA Linense,9695,Melilla,1204,2019-02-10,1,2,A,392
Poli Ejido,212575,CD Badajoz,1540,2019-02-10,0,2,A,392
CDGuijuelo,8328,Salmantino Salamanca II,1169183,2019-02-10,1,0,H,392
Ebro,9571,Castellon,5876,2019-02-10,0,0,D,392
Las Palmas Atletico,9539,RealValladolidB,8986,2019-02-10,0,1,A,392
UD Ibiza,9552,Murcia Feminas,193791,2019-02-10,3,2,H,392
UD Ibiza,9552,Murcia Feminas,3606,2019-02-10,3,2,H,392
UD Logrones,54539,Calahorra,9646,2019-02-10,1,1,D,392
UD Logrones,59980,Calahorra,9646,2019-02-10,1,1,D,392
Levante B,8333,Badalona,6280,2019-02-10,1,2,A,392
San Fernando,46063,Villanovense,8737,2019-02-10,2,0,H,392
San Fernando,38441,Villanovense,8737,2019-02-10,2,0,H,392
VillarrealB,9680,Ejea,9572,2019-02-09,0,0,D,393
