HomeTeam,AwayTeam,HomeScore,AwayScore,Date,Competition,Country,Matchday
Atletico Baleares,Conquense,2,1,2018-09-30,Segunda B,Spain,6
Don Benito,Malaga B,2,0,2018-09-30,Segunda B,Spain,6
RCD Espanyol B,Ejea,2,0,2018-09-30,Segunda B,Spain,6
UD Ibiza,Rec de Huelva,1,0,2018-09-30,Segunda B,Spain,6
Ebro,Alcoyano,0,0,2018-09-30,Segunda B,Spain,6
CDIzarra,BarakaldoCF,0,1,2018-09-30,Segunda B,Spain,6
Pontevedra,Celta Vigo B,0,0,2018-09-30,Segunda B,Spain,6
Poli Ejido,Murcia Feminas,0,2,2018-09-30,Segunda B,Spain,6
Marbella,Villanovense,2,1,2018-09-30,Segunda B,Spain,6
UD Logrones,Real Union Irun,2,0,2018-09-30,Segunda B,Spain,6
SD Amorebieta,Victoria,2,1,2018-09-29,Segunda B,Spain,6
Real Oviedo II,Athletic Bilbao B,2,1,2018-09-29,Segunda B,Spain,6
Real Madrid Castilla,CDANavalcarnero,3,1,2018-09-29,Segunda B,Spain,6
Salamanca,Cultural Leonesa,0,1,2018-09-29,Segunda B,Spain,6
Real Sociedad B,Calahorra,1,0,2018-09-29,Segunda B,Spain,6
SD Gernika,CD Tudelano,1,1,2018-09-29,Segunda B,Spain,6
Barcelona B,UE Olot,2,1,2018-09-29,Segunda B,Spain,6
Levante B,Lida,1,1,2018-09-29,Segunda B,Spain,6
Leioa SD,Torrelavega,2,1,2018-09-29,Segunda B,Spain,6
Arenas Getxo,UP Langreo,4,0,2018-09-29,Segunda B,Spain,6
Valencia CFB,Badalona,2,4,2018-09-29,Segunda B,Spain,6
UE Olot,Valencia CFB,0,3,2018-09-23,Segunda B,Spain,5
Torrelavega,SD Amorebieta,1,2,2018-09-23,Segunda B,Spain,5
Burgos,Deportivo La Coruna B,2,1,2018-09-23,Segunda B,Spain,5
Rec de Huelva,UCAM Murcia,0,1,2018-09-23,Segunda B,Spain,5
Calahorra,UD Logrones,2,0,2018-09-23,Segunda B,Spain,5
Internacional,Pontevedra,3,0,2018-09-23,Segunda B,Spain,5
CD Tudelano,Leioa SD,1,1,2018-09-23,Segunda B,Spain,5
Cultural Leonesa,Real Madrid Castilla,1,2,2018-09-23,Segunda B,Spain,5
Celta Vigo B,Rapido Bouzas,3,0,2018-09-23,Segunda B,Spain,5
UP Langreo,Mirandes,0,1,2018-09-23,Segunda B,Spain,5
Ponferradina,UD San Sebastian Reyes,3,1,2018-09-23,Segunda B,Spain,5
Castellon,Ebro,1,1,2018-09-23,Segunda B,Spain,5
Peralada,Atletico Baleares,2,2,2018-09-23,Segunda B,Spain,5
At Sanluqueno,Marbella,2,0,2018-09-23,Segunda B,Spain,5
Murcia Feminas,UD Ibiza,1,0,2018-09-23,Segunda B,Spain,5
CD Badajoz,Poli Ejido,2,2,2018-09-23,Segunda B,Spain,5
Villanovense,San Fernando,0,0,2018-09-23,Segunda B,Spain,5
Alcoyano,RCD Espanyol B,2,2,2018-09-23,Segunda B,Spain,5
Salmantino Salamanca II,CDGuijuelo,2,3,2018-09-23,Segunda B,Spain,5
Fuenlabrada,Coruxo FC,2,0,2018-09-23,Segunda B,Spain,5
Sporting Gijon,Real Sociedad B,2,2,2018-09-23,Segunda B,Spain,5
Almeria B,Don Benito,4,1,2018-09-23,Segunda B,Spain,5
Hercules,CD Teruel,0,2,2018-09-23,Segunda B,Spain,5
CDANavalcarnero,Atletico Madrid B,2,4,2018-09-23,Segunda B,Spain,5
BarakaldoCF,Arenas Getxo,1,0,2018-09-23,Segunda B,Spain,5
Badalona,Levante B,2,1,2018-09-23,Segunda B,Spain,5
RealValladolidB,Las Palmas Atletico,1,0,2018-09-23,Segunda B,Spain,5
Adarve,Salamanca,1,0,2018-09-23,Segunda B,Spain,5
Lida,Cornella,1,1,2018-09-23,Segunda B,Spain,5
Melilla,CA Linense,3,1,2018-09-23,Segunda B,Spain,5
Malaga B,Granada CFB,0,1,2018-09-23,Segunda B,Spain,5
Ejea,VillarrealB,0,2,2018-09-22,Segunda B,Spain,5
Real Union Irun,Real Oviedo II,2,2,2018-09-22,Segunda B,Spain,5
Durango,CDIzarra,1,2,2018-09-22,Segunda B,Spain,5
Conquense,Barcelona B,0,3,2018-09-22,Segunda B,Spain,5
Sevilla Atletico,CF Talavera,0,0,2018-09-22,Segunda B,Spain,5
Athletic Bilbao B,SD Gernika,3,0,2018-09-22,Segunda B,Spain,5
Real Sociedad B,UP Langreo,1,1,2018-09-16,Segunda B,Spain,4
Granada CFB,Almeria B,3,2,2018-09-16,Segunda B,Spain,4
Las Palmas Atletico,CDANavalcarnero,1,0,2018-09-16,Segunda B,Spain,4
Murcia Feminas,Rec de Huelva,2,2,2018-09-16,Segunda B,Spain,4
CDIzarra,Santander,2,2,2018-09-16,Segunda B,Spain,4
UD Ibiza,CD Badajoz,0,1,2018-09-16,Segunda B,Spain,4
Atletico Baleares,CESabadell,1,2,2018-09-16,Segunda B,Spain,4
Atletico Madrid B,Cultural Leonesa,1,2,2018-09-16,Segunda B,Spain,4
Cartagena FC,UCAM Murcia,1,2,2018-09-16,Segunda B,Spain,4
Real Oviedo II,Calahorra,1,1,2018-09-16,Segunda B,Spain,4
CD Teruel,Lida,0,0,2018-09-16,Segunda B,Spain,4
Marbella,Sevilla Atletico,4,0,2018-09-16,Segunda B,Spain,4
Barcelona B,Peralada,0,0,2018-09-16,Segunda B,Spain,4
RCD Espanyol B,Castellon,2,2,2018-09-16,Segunda B,Spain,4
Salmantino Salamanca II,Adarve,4,3,2018-09-16,Segunda B,Spain,4
UD San Sebastian Reyes,Fuenlabrada,1,1,2018-09-16,Segunda B,Spain,4
Mirandes,BarakaldoCF,1,1,2018-09-16,Segunda B,Spain,4
Pontevedra,RealValladolidB,1,1,2018-09-16,Segunda B,Spain,4
Ebro,Hercules,0,1,2018-09-16,Segunda B,Spain,4
Coruxo FC,Celta Vigo B,0,1,2018-09-16,Segunda B,Spain,4
CDGuijuelo,Burgos,1,0,2018-09-16,Segunda B,Spain,4
UD Logrones,Sporting Gijon,0,2,2018-09-16,Segunda B,Spain,4
CA Linense,Malaga B,2,0,2018-09-16,Segunda B,Spain,4
Rapido Bouzas,Internacional,0,1,2018-09-16,Segunda B,Spain,4
SD Gernika,Real Union Irun,1,1,2018-09-16,Segunda B,Spain,4
CF Talavera,Melilla,0,1,2018-09-16,Segunda B,Spain,4
Real Madrid Castilla,Salamanca,3,0,2018-09-16,Segunda B,Spain,4
Cornella,Badalona,1,1,2018-09-16,Segunda B,Spain,4
San Fernando,At Sanluqueno,2,2,2018-09-16,Segunda B,Spain,4
Leioa SD,Athletic Bilbao B,1,4,2018-09-15,Segunda B,Spain,4
SD Amorebieta,CD Tudelano,1,1,2018-09-15,Segunda B,Spain,4
Arenas Getxo,Durango,2,0,2018-09-15,Segunda B,Spain,4
Conquense,UE Olot,0,1,2018-09-15,Segunda B,Spain,4
Levante B,Valencia CFB,0,1,2018-09-14,Segunda B,Spain,4
Sporting Gijon,Real Oviedo II,1,2,2018-09-09,Segunda B,Spain,3
RealValladolidB,Rapido Bouzas,1,0,2018-09-09,Segunda B,Spain,3
CD Badajoz,Murcia Feminas,0,0,2018-09-09,Segunda B,Spain,3
Melilla,Marbella,2,1,2018-09-09,Segunda B,Spain,3
Malaga B,CF Talavera,0,1,2018-09-09,Segunda B,Spain,3
Real Union Irun,Leioa SD,1,2,2018-09-09,Segunda B,Spain,3
Celta Vigo B,UD San Sebastian Reyes,0,2,2018-09-09,Segunda B,Spain,3
Adarve,Real Madrid Castilla,0,0,2018-09-09,Segunda B,Spain,3
Rec de Huelva,Cartagena FC,0,0,2018-09-09,Segunda B,Spain,3
CESabadell,Barcelona B,0,1,2018-09-09,Segunda B,Spain,3
At Sanluqueno,Poli Ejido,2,1,2018-09-09,Segunda B,Spain,3
Salamanca,Atletico Madrid B,1,1,2018-09-09,Segunda B,Spain,3
Castellon,VillarrealB,1,1,2018-09-09,Segunda B,Spain,3
BarakaldoCF,Real Sociedad B,2,0,2018-09-09,Segunda B,Spain,3
Burgos,Salmantino Salamanca II,0,0,2018-09-09,Segunda B,Spain,3
UP Langreo,UD Logrones,0,0,2018-09-09,Segunda B,Spain,3
Almeria B,CA Linense,0,0,2018-09-09,Segunda B,Spain,3
UCAM Murcia,Don Benito,2,1,2018-09-09,Segunda B,Spain,3
Calahorra,SD Gernika,3,1,2018-09-09,Segunda B,Spain,3
Lida,Ebro,2,1,2018-09-09,Segunda B,Spain,3
Santander,Arenas Getxo,4,0,2018-09-09,Segunda B,Spain,3
Villanovense,UD Ibiza,0,0,2018-09-09,Segunda B,Spain,3
Ejea,Atletico Baleares,2,1,2018-09-09,Segunda B,Spain,3
Cultural Leonesa,Las Palmas Atletico,0,1,2018-09-09,Segunda B,Spain,3
Internacional,Coruxo FC,1,1,2018-09-09,Segunda B,Spain,3
Badalona,CD Teruel,0,0,2018-09-08,Segunda B,Spain,3
UE Olot,Levante B,2,2,2018-09-08,Segunda B,Spain,3
CDANavalcarnero,Pontevedra,1,1,2018-09-08,Segunda B,Spain,3
Ponferradina,CDGuijuelo,1,0,2018-09-08,Segunda B,Spain,3
Valencia CFB,Cornella,1,2,2018-09-08,Segunda B,Spain,3
CD Tudelano,Torrelavega,2,1,2018-09-08,Segunda B,Spain,3
Hercules,RCD Espanyol B,1,0,2018-09-08,Segunda B,Spain,3
Victoria,CDIzarra,0,1,2018-09-08,Segunda B,Spain,3
Athletic Bilbao B,SD Amorebieta,3,1,2018-09-08,Segunda B,Spain,3
Sevilla Atletico,San Fernando,2,1,2018-09-08,Segunda B,Spain,3
SD Amorebieta,Real Union Irun,0,3,2018-09-02,Segunda B,Spain,2
Poli Ejido,Sevilla Atletico,1,0,2018-09-02,Segunda B,Spain,2
CD Teruel,Valencia CFB,1,0,2018-09-02,Segunda B,Spain,2
Peralada,UE Olot,0,1,2018-09-02,Segunda B,Spain,2
Real Oviedo II,UP Langreo,2,2,2018-09-02,Segunda B,Spain,2
Don Benito,Cartagena FC,0,0,2018-09-02,Segunda B,Spain,2
Pontevedra,Cultural Leonesa,2,1,2018-09-02,Segunda B,Spain,2
San Fernando,Melilla,0,0,2018-09-02,Segunda B,Spain,2
Salmantino Salamanca II,Ponferradina,0,0,2018-09-02,Segunda B,Spain,2
Coruxo FC,RealValladolidB,1,0,2018-09-02,Segunda B,Spain,2
Marbella,Malaga B,3,1,2018-09-02,Segunda B,Spain,2
Atletico Madrid B,Real Madrid Castilla,2,2,2018-09-02,Segunda B,Spain,2
Burgos,Adarve,1,1,2018-09-02,Segunda B,Spain,2
RCD Espanyol B,Lida,1,1,2018-09-02,Segunda B,Spain,2
Las Palmas Atletico,Salamanca,1,0,2018-09-02,Segunda B,Spain,2
VillarrealB,Hercules,1,2,2018-09-02,Segunda B,Spain,2
Granada CFB,UCAM Murcia,0,1,2018-09-02,Segunda B,Spain,2
Deportivo La Coruna B,Celta Vigo B,0,1,2018-09-02,Segunda B,Spain,2
CD Tudelano,Victoria,1,0,2018-09-02,Segunda B,Spain,2
Murcia Feminas,Villanovense,0,0,2018-09-02,Segunda B,Spain,2
CD Badajoz,Rec de Huelva,0,1,2018-09-02,Segunda B,Spain,2
UD Ibiza,At Sanluqueno,0,1,2018-09-02,Segunda B,Spain,2
Atletico Baleares,Alcoyano,1,0,2018-09-02,Segunda B,Spain,2
CF Talavera,Almeria B,2,0,2018-09-01,Segunda B,Spain,2
UD Logrones,BarakaldoCF,1,1,2018-09-01,Segunda B,Spain,2
CDGuijuelo,Fuenlabrada,1,0,2018-09-01,Segunda B,Spain,2
Torrelavega,Athletic Bilbao B,0,0,2018-09-01,Segunda B,Spain,2
Ebro,Badalona,0,0,2018-09-01,Segunda B,Spain,2
SD Gernika,Sporting Gijon,0,0,2018-09-01,Segunda B,Spain,2
Leioa SD,Calahorra,1,1,2018-09-01,Segunda B,Spain,2
Arenas Getxo,CDIzarra,0,1,2018-09-01,Segunda B,Spain,2
Real Sociedad B,Durango,3,0,2018-09-01,Segunda B,Spain,2
Barcelona B,Ejea,0,1,2018-09-01,Segunda B,Spain,2
UD San Sebastian Reyes,Internacional,3,3,2018-09-01,Segunda B,Spain,2
Cornella,Levante B,1,0,2018-09-01,Segunda B,Spain,2
Conquense,CESabadell,2,0,2018-09-01,Segunda B,Spain,2
Almeria B,Marbella,2,1,2018-08-27,Segunda B,Spain,1
UE Olot,Cornella,1,1,2018-08-26,Segunda B,Spain,1
Levante B,CD Teruel,3,0,2018-08-26,Segunda B,Spain,1
Fuenlabrada,Salmantino Salamanca II,5,1,2018-08-26,Segunda B,Spain,1
Lida,VillarrealB,2,1,2018-08-26,Segunda B,Spain,1
Victoria,Arenas Getxo,0,0,2018-08-26,Segunda B,Spain,1
Rec de Huelva,Don Benito,1,0,2018-08-26,Segunda B,Spain,1
Sporting Gijon,Leioa SD,0,0,2018-08-26,Segunda B,Spain,1
Real Union Irun,Torrelavega,1,1,2018-08-26,Segunda B,Spain,1
Villanovense,CD Badajoz,1,2,2018-08-26,Segunda B,Spain,1
At Sanluqueno,Murcia Feminas,1,2,2018-08-26,Segunda B,Spain,1
Internacional,Deportivo La Coruna B,2,2,2018-08-26,Segunda B,Spain,1
UCAM Murcia,CA Linense,0,1,2018-08-26,Segunda B,Spain,1
RealValladolidB,UD San Sebastian Reyes,2,2,2018-08-26,Segunda B,Spain,1
Sevilla Atletico,UD Ibiza,0,1,2018-08-26,Segunda B,Spain,1
Celta Vigo B,CDGuijuelo,3,0,2018-08-26,Segunda B,Spain,1
CDIzarra,Mirandes,1,1,2018-08-26,Segunda B,Spain,1
Santander,Real Sociedad B,1,0,2018-08-26,Segunda B,Spain,1
Ejea,Conquense,0,1,2018-08-26,Segunda B,Spain,1
Malaga B,San Fernando,0,1,2018-08-26,Segunda B,Spain,1
BarakaldoCF,Real Oviedo II,2,1,2018-08-26,Segunda B,Spain,1
CESabadell,Peralada,2,2,2018-08-26,Segunda B,Spain,1
Alcoyano,Barcelona B,3,1,2018-08-26,Segunda B,Spain,1
CDANavalcarnero,Coruxo FC,1,1,2018-08-26,Segunda B,Spain,1
UP Langreo,SD Gernika,1,0,2018-08-26,Segunda B,Spain,1
Adarve,Atletico Madrid B,1,1,2018-08-26,Segunda B,Spain,1
Real Madrid Castilla,Las Palmas Atletico,2,0,2018-08-26,Segunda B,Spain,1
Calahorra,SD Amorebieta,2,0,2018-08-26,Segunda B,Spain,1
Badalona,RCD Espanyol B,1,3,2018-08-26,Segunda B,Spain,1
Durango,UD Logrones,0,0,2018-08-25,Segunda B,Spain,1
Melilla,Poli Ejido,1,0,2018-08-25,Segunda B,Spain,1
Cultural Leonesa,Rapido Bouzas,4,0,2018-08-25,Segunda B,Spain,1
Ponferradina,Burgos,2,0,2018-08-25,Segunda B,Spain,1
Castellon,Atletico Baleares,1,1,2018-08-25,Segunda B,Spain,1
Salamanca,Pontevedra,1,0,2018-08-25,Segunda B,Spain,1
Athletic Bilbao B,CD Tudelano,2,0,2018-08-25,Segunda B,Spain,1
Cartagena FC,Granada CFB,2,3,2018-08-25,Segunda B,Spain,1
Valencia CFB,Ebro,2,0,2018-08-25,Segunda B,Spain,1
SCR Pena Deportiva,VillarrealB,0,1,2018-05-13,Segunda B,Spain,38
Ebro,SCR Pena Deportiva,2,1,2018-05-06,Segunda B,Spain,37
SCR Pena Deportiva,Cornella,1,1,2018-04-29,Segunda B,Spain,36
Alcoyano,SCR Pena Deportiva,3,0,2018-04-21,Segunda B,Spain,35
SCR Pena Deportiva,lagostera,1,1,2018-04-15,Segunda B,Spain,34
Atletico Baleares,SCR Pena Deportiva,0,0,2018-03-24,Segunda B,Spain,31
SCR Pena Deportiva,Hercules,1,0,2018-03-18,Segunda B,Spain,30
SCR Pena Deportiva,Peralada,0,1,2018-03-11,Segunda B,Spain,29
SCR Pena Deportiva,Badalona,0,1,2018-02-25,Segunda B,Spain,27
CESabadell,SCR Pena Deportiva,1,1,2018-02-18,Segunda B,Spain,26
SCR Pena Deportiva,UE Olot,1,0,2018-02-11,Segunda B,Spain,25
SCR Pena Deportiva,Lida,0,0,2018-01-28,Segunda B,Spain,23
Valencia CFB,SCR Pena Deportiva,1,1,2018-01-21,Segunda B,Spain,22
